corpus	app	file	module_outcome	n_exports	n_compiled	n_skipped
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_codegen.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_dead.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_destructive_update.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_lint.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_opt.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_pp.beam	loaded	6	2	4
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_pre_codegen.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_recv.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_share.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_ss.beam	loaded	21	8	13
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_throw.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_ssa_type.beam	loaded	6	2	4
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_trim.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_types.beam	loaded	30	5	25
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_utils.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_validator.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/beam_z.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/cerl.beam	loaded	269	124	145
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/cerl_clauses.beam	loaded	9	2	7
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/cerl_inline.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/cerl_trees.beam	loaded	14	2	12
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/compile.beam	loaded	18	2	16
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/core_lib.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/core_lint.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/core_parse.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/core_pp.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/core_scan.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/erl_bifs.beam	loaded	5	5	0
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/rec_env.beam	loaded	18	2	16
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_alias.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_bsm.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_fold.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_fold_lists.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_inline.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_core_prepare.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_coverage.beam	loaded	5	2	3
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_messages.beam	loaded	4	2	2
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/sys_pre_attributes.beam	loaded	3	2	1
OTP_STDLIB	compiler-10.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/compiler-10.0.2/ebin/v3_core.beam	loaded	4	2	2
OTP_STDLIB	crypto-5.9.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/crypto-5.9.1/ebin/crypto.beam	loaded	105	6	99
OTP_STDLIB	crypto-5.9.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/crypto-5.9.1/ebin/crypto_ec_curves.beam	loaded	5	2	3
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_debugged.beam	loaded	3	2	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_icmd.beam	loaded	16	2	14
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_idb.beam	loaded	5	4	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_ieval.beam	load-error(load: failed to decode BEAM data: unsupported opcode 186)	0	0	0
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_iload.beam	loaded	3	2	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_iserver.beam	loaded	17	9	8
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_istk.beam	loaded	15	2	13
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_break.beam	loaded	6	2	4
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_break_win.beam	loaded	5	2	3
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_code.beam	loaded	13	5	8
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_filedialog_win.beam	loaded	14	10	4
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_interpret.beam	loaded	3	2	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_mon.beam	loaded	4	2	2
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_mon_win.beam	loaded	20	3	17
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_settings.beam	loaded	4	2	2
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_src_view.beam	loaded	3	2	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_trace.beam	loaded	6	2	4
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_trace_win.beam	loaded	32	4	28
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_view.beam	loaded	3	2	1
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_win.beam	loaded	15	3	12
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/dbg_wx_winman.beam	loaded	14	4	10
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/debugger.beam	loaded	8	3	5
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/i.beam	loaded	34	19	15
OTP_STDLIB	debugger-7.0	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/debugger-7.0/ebin/int.beam	loaded	46	21	25
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/cerl_prettypr.beam	loaded	5	2	3
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer.beam	loaded	9	2	7
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_analysis_callgraph.beam	loaded	7	2	5
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_behaviours.beam	loaded	4	2	2
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_callgraph.beam	loaded	30	2	28
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_cl.beam	loaded	5	2	3
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_cl_parse.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_clean_core.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_codeserver.beam	load-error(load: failed to decode BEAM data: unsupported opcode 186)	0	0	0
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_contracts.beam	loaded	15	3	12
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_coordinator.beam	loaded	9	4	5
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_cplt.beam	loaded	13	2	11
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_dataflow.beam	loaded	5	2	3
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_dep.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_dot.beam	loaded	7	2	5
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_incremental.beam	loaded	5	2	3
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_iplt.beam	loaded	13	2	11
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_options.beam	loaded	5	2	3
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_plt.beam	loaded	25	3	22
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_succ_typings.beam	loaded	9	3	6
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_timing.beam	loaded	7	2	5
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_typegraph.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_typesig.beam	loaded	4	2	2
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_utils.beam	loaded	29	3	26
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/dialyzer_worker.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/erl_bif_types.beam	loaded	7	2	5
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/erl_types.beam	load-error(load: failed to decode BEAM data: unsupported opcode 186)	0	0	0
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/typer.beam	loaded	3	2	1
OTP_STDLIB	dialyzer-6.0.2	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/dialyzer-6.0.2/ebin/typer_core.beam	loaded	3	2	1
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter.beam	loaded	25	21	4
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_app.beam	loaded	5	4	1
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_callback.beam	loaded	18	7	11
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_capx.beam	loaded	7	2	5
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_codec.beam	loaded	15	2	13
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_codegen.beam	loaded	4	2	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_config.beam	loaded	22	6	16
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_config_sup.beam	loaded	5	3	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_dbg.beam	loaded	28	6	22
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_dict_parser.beam	loaded	5	2	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_dict_scanner.beam	loaded	5	2	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_dict_util.beam	loaded	5	2	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_dist.beam	loaded	17	5	12
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_etcp.beam	loaded	19	8	11
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_etcp_sup.beam	loaded	6	4	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_exprecs.beam	loaded	3	2	1
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen.beam	loaded	7	2	5
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_acct_rfc6733.beam	loaded	65	12	53
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_base_accounting.beam	loaded	71	12	59
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_base_rfc3588.beam	loaded	149	10	139
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_base_rfc6733.beam	loaded	143	10	133
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_doic_rfc7683.beam	loaded	41	11	30
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_gen_relay.beam	loaded	29	23	6
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_info.beam	loaded	25	2	23
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_lib.beam	loaded	22	4	18
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_make.beam	loaded	7	3	4
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_misc_sup.beam	loaded	4	2	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_peer.beam	loaded	21	6	15
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_peer_fsm.beam	loaded	13	6	7
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_peer_fsm_sup.beam	loaded	5	3	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_reg.beam	loaded	21	4	17
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_sctp.beam	loaded	14	4	10
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_sctp_sup.beam	loaded	6	3	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_service.beam	loaded	33	6	27
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_service_sup.beam	loaded	5	3	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_session.beam	loaded	7	3	4
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_stats.beam	loaded	18	4	14
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_sup.beam	loaded	5	2	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_sync.beam	loaded	22	4	18
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_tcp.beam	loaded	14	5	9
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_tcp_sup.beam	loaded	6	3	3
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_traffic.beam	loaded	14	3	11
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_transport.beam	loaded	6	4	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_transport_sup.beam	loaded	5	3	2
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_types.beam	loaded	16	2	14
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_watchdog.beam	loaded	10	6	4
OTP_STDLIB	diameter-2.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/diameter-2.7.1/ebin/diameter_watchdog_sup.beam	loaded	5	3	2
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc.beam	loaded	24	4	20
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_cli.beam	loaded	3	2	1
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_data.beam	loaded	9	2	7
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_doclet.beam	loaded	4	2	2
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_doclet_chunks.beam	loaded	3	2	1
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_doclet_markdown.beam	loaded	3	2	1
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_extract.beam	loaded	10	2	8
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_html_to_markdown.beam	loaded	6	2	4
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_layout.beam	loaded	13	2	11
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_layout_chunks.beam	loaded	4	2	2
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_lib.beam	loaded	38	2	36
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_macros.beam	loaded	5	2	3
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_parser.beam	loaded	11	2	9
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_refs.beam	loaded	18	9	9
